fname,label
7312dadc.wav,Harmonica Violin_or_fiddle Shatter
73135c91.wav,Acoustic_guitar Electric_piano Cello
73160b93.wav,Squeak Laughter Cough
7324bf5e.wav,Trumpet Saxophone Oboe
73296c32.wav,Saxophone Cello Violin_or_fiddle
732a8dcb.wav,Trumpet Saxophone Squeak
7335d355.wav,Bass_drum Finger_snapping Snare_drum
7336a65e.wav,Tearing Finger_snapping Shatter
733ba2c0.wav,Bass_drum Knock Double_bass
73414bd0.wav,Tambourine Finger_snapping Hi-hat
7344a7db.wav,Tearing Squeak Snare_drum
73452b46.wav,Flute Saxophone Meow
7349913c.wav,Cello Fireworks Gunshot_or_gunfire
734a31b1.wav,Clarinet Telephone Gong
734d609a.wav,Flute Chime Gong
7358244d.wav,Applause Trumpet Fireworks
73636ebc.wav,Fireworks Tambourine Gunshot_or_gunfire
73659ab1.wav,Computer_keyboard Gunshot_or_gunfire Knock
736dfa08.wav,Violin_or_fiddle Cello Double_bass
736e134a.wav,Bass_drum Knock Gunshot_or_gunfire
7382c48c.wav,Squeak Bark Laughter
738378d4.wav,Squeak Fart Bus
7387f3a9.wav,Finger_snapping Glockenspiel Meow
738ae2b1.wav,Flute Saxophone Clarinet
739340b6.wav,Bark Gunshot_or_gunfire Fireworks
7395328f.wav,Gunshot_or_gunfire Fireworks Microwave_oven
73a62768.wav,Flute Saxophone Clarinet
73b39cea.wav,Finger_snapping Tambourine Hi-hat
73bae886.wav,Violin_or_fiddle Acoustic_guitar Saxophone
73c9168b.wav,Cello Double_bass Bus
73d34845.wav,Hi-hat Finger_snapping Scissors
73e1c3e6.wav,Bass_drum Knock Drawer_open_or_close
73e543a8.wav,Meow Squeak Telephone
73faa933.wav,Knock Bass_drum Double_bass
73fdb5f6.wav,Hi-hat Finger_snapping Shatter
73ff824e.wav,Clarinet Oboe Flute
7411af58.wav,Computer_keyboard Scissors Writing
74131837.wav,Acoustic_guitar Electric_piano Cello
7413e4b8.wav,Flute Clarinet Harmonica
7418f241.wav,Bass_drum Knock Electric_piano
741fba2b.wav,Gunshot_or_gunfire Knock Bus
7424a9b3.wav,Tambourine Keys_jangling Gunshot_or_gunfire
7427ecfa.wav,Applause Fireworks Gunshot_or_gunfire
742b9f13.wav,Cello Saxophone Fart
742da83e.wav,Bass_drum Knock Computer_keyboard
743ab59b.wav,Keys_jangling Scissors Computer_keyboard
743f18c1.wav,Acoustic_guitar Electric_piano Double_bass
74491a13.wav,Hi-hat Finger_snapping Scissors
745eb153.wav,Bass_drum Knock Electric_piano
746189e3.wav,Acoustic_guitar Double_bass Writing
74713926.wav,Harmonica Applause Telephone
747203e4.wav,Tambourine Keys_jangling Shatter
74746d8f.wav,Flute Saxophone Oboe
74751216.wav,Writing Tearing Burping_or_eructation
747d172e.wav,Bass_drum Knock Computer_keyboard
747f6e79.wav,Finger_snapping Bass_drum Tearing
74867051.wav,Fart Burping_or_eructation Cough
7490c62b.wav,Clarinet Flute Cello
74952b32.wav,Cello Saxophone Flute
74965da6.wav,Cello Laughter Knock
7496e5e7.wav,Acoustic_guitar Trumpet Gong
749ba4e6.wav,Hi-hat Finger_snapping Scissors
749ffe31.wav,Acoustic_guitar Violin_or_fiddle Cello
74a1104d.wav,Gunshot_or_gunfire Bass_drum Writing
74a55007.wav,Glockenspiel Finger_snapping Fireworks
74a8f4b2.wav,Computer_keyboard Finger_snapping Scissors
74a92d39.wav,Double_bass Cello Bass_drum
74b03705.wav,Clarinet Saxophone Cello
74c56785.wav,Bass_drum Finger_snapping Oboe
74c62cb9.wav,Clarinet Flute Telephone
74d6c248.wav,Keys_jangling Tambourine Fireworks
74db1a90.wav,Electric_piano Acoustic_guitar Gong
74e36fc7.wav,Cello Saxophone Violin_or_fiddle
74e5944f.wav,Saxophone Laughter Harmonica
74ebbfd1.wav,Violin_or_fiddle Squeak Fireworks
74eed8a1.wav,Applause Bark Harmonica
74f1604d.wav,Hi-hat Scissors Keys_jangling
74f9f0b4.wav,Applause Bark Fireworks
74feee4f.wav,Double_bass Cello Electric_piano
7503e397.wav,Gunshot_or_gunfire Bass_drum Knock
750a538a.wav,Knock Computer_keyboard Gunshot_or_gunfire
750c5118.wav,Cello Double_bass Gong
75149812.wav,Telephone Clarinet Acoustic_guitar
751a5a36.wav,Chime Tambourine Keys_jangling
751d95d3.wav,Computer_keyboard Writing Telephone
7520b84f.wav,Fart Burping_or_eructation Tearing
75295e01.wav,Telephone Squeak Computer_keyboard
752adae1.wav,Bass_drum Electric_piano Knock
75306f5f.wav,Glockenspiel Violin_or_fiddle Harmonica
7535238d.wav,Clarinet Flute Cello
7536f09f.wav,Scissors Keys_jangling Tearing
753937a1.wav,Hi-hat Shatter Snare_drum
7547651b.wav,Saxophone Oboe Clarinet
7548bcaf.wav,Cello Saxophone Double_bass
75491024.wav,Bass_drum Knock Computer_keyboard
754f612b.wav,Keys_jangling Shatter Scissors
757a6a10.wav,Cello Saxophone Flute
7583bea1.wav,Telephone Laughter Cough
758a8ae9.wav,Cello Snare_drum Fireworks
758e02bd.wav,Acoustic_guitar Electric_piano Gong
758fdd55.wav,Finger_snapping Telephone Chime
75962078.wav,Snare_drum Fireworks Cello
75b3d806.wav,Telephone Clarinet Gong
75bb9b06.wav,Shatter Fart Tearing
75bbb109.wav,Telephone Electric_piano Flute
75c38d6a.wav,Flute Saxophone Meow
75c43c78.wav,Writing Microwave_oven Tearing
75ce3b44.wav,Flute Saxophone Oboe
75d14716.wav,Fireworks Cello Drawer_open_or_close
75d1d7bb.wav,Applause Trumpet Gunshot_or_gunfire
75e35e02.wav,Bark Telephone Laughter
75e75719.wav,Fart Violin_or_fiddle Cough
75fa1a51.wav,Laughter Computer_keyboard Cough
75fc4be6.wav,Clarinet Telephone Flute
75fdb602.wav,Gunshot_or_gunfire Bus Fireworks
76150ff9.wav,Bass_drum Knock Gunshot_or_gunfire
762fec32.wav,Glockenspiel Telephone Acoustic_guitar
76306f8b.wav,Burping_or_eructation Writing Fart
763241e6.wav,Flute Harmonica Violin_or_fiddle
763efe7a.wav,Harmonica Telephone Burping_or_eructation
7641b87b.wav,Gunshot_or_gunfire Fireworks Fart
76451aea.wav,Clarinet Flute Cello
764c96e2.wav,Gunshot_or_gunfire Fireworks Fart
76631c30.wav,Keys_jangling Shatter Scissors
766d0eb4.wav,Finger_snapping Scissors Hi-hat
766e9862.wav,Flute Saxophone Clarinet
7678dfd0.wav,Clarinet Meow Acoustic_guitar
767f447b.wav,Bark Gunshot_or_gunfire Applause
7683f8ea.wav,Bass_drum Knock Finger_snapping
768af1aa.wav,Oboe Flute Trumpet
76a824aa.wav,Trumpet Saxophone Applause
76ab680e.wav,Trumpet Saxophone Squeak
76b8cd2a.wav,Finger_snapping Bass_drum Hi-hat
76b8fc7d.wav,Bass_drum Double_bass Cello
76bbb226.wav,Finger_snapping Hi-hat Scissors
76bfbad2.wav,Violin_or_fiddle Harmonica Glockenspiel
76c3b39d.wav,Trumpet Hi-hat Squeak
76c5e487.wav,Trumpet Saxophone Violin_or_fiddle
76cb56fe.wav,Finger_snapping Glockenspiel Tearing
76ce29de.wav,Trumpet Oboe Meow
76ce4ebd.wav,Bass_drum Gunshot_or_gunfire Knock
76d77da8.wav,Chime Telephone Writing
76e421ee.wav,Tearing Computer_keyboard Writing
76e68d7a.wav,Cello Double_bass Bus
76f467b7.wav,Cello Saxophone Double_bass
76f91470.wav,Keys_jangling Tambourine Gunshot_or_gunfire
76faf95a.wav,Saxophone Clarinet Flute
76fb98f1.wav,Bass_drum Finger_snapping Knock
76fbffde.wav,Finger_snapping Bass_drum Hi-hat
77052299.wav,Bass_drum Finger_snapping Knock
7708ebd8.wav,Violin_or_fiddle Acoustic_guitar Cello
7717a15e.wav,Acoustic_guitar Electric_piano Gong
771e9c38.wav,Acoustic_guitar Cello Gong
771ee8d4.wav,Harmonica Laughter Squeak
77297ed3.wav,Fireworks Gunshot_or_gunfire Applause
772d5545.wav,Cello Saxophone Flute
77393d30.wav,Fireworks Fart Gunshot_or_gunfire
773fb3df.wav,Tearing Scissors Harmonica
774cace9.wav,Clarinet Flute Telephone
774e5b23.wav,Gunshot_or_gunfire Bass_drum Snare_drum
77507e47.wav,Hi-hat Finger_snapping Scissors
775583cb.wav,Clarinet Cello Saxophone
7759b661.wav,Oboe Meow Saxophone
775b0759.wav,Violin_or_fiddle Saxophone Acoustic_guitar
777841f5.wav,Acoustic_guitar Electric_piano Telephone
778306c2.wav,Bass_drum Gunshot_or_gunfire Snare_drum
77849fd9.wav,Trumpet Oboe Saxophone
778670a2.wav,Finger_snapping Hi-hat Tearing
7787050c.wav,Finger_snapping Glockenspiel Tearing
778958ef.wav,Acoustic_guitar Double_bass Electric_piano
778a1978.wav,Squeak Laughter Violin_or_fiddle
77943303.wav,Cough Telephone Laughter
779483df.wav,Flute Saxophone Cello
77a687d3.wav,Bass_drum Computer_keyboard Oboe
77ba4453.wav,Saxophone Oboe Trumpet
77cdea06.wav,Double_bass Cello Acoustic_guitar
77d2cf62.wav,Hi-hat Squeak Scissors
77d2dc1b.wav,Bass_drum Knock Cello
77de6b69.wav,Bass_drum Knock Double_bass
77ec81be.wav,Telephone Knock Finger_snapping
77ee306d.wav,Meow Saxophone Trumpet
77f76bbc.wav,Fart Finger_snapping Tearing
77fd481a.wav,Shatter Scissors Hi-hat
7805dff9.wav,Flute Saxophone Meow
7806316e.wav,Tearing Fireworks Shatter
780dadc3.wav,Double_bass Cello Electric_piano
781059ae.wav,Bass_drum Knock Drawer_open_or_close
78111e40.wav,Bass_drum Knock Computer_keyboard
7811be44.wav,Fart Laughter Squeak
7812533a.wav,Shatter Keys_jangling Tearing
781499f3.wav,Trumpet Hi-hat Saxophone
781c8069.wav,Cello Double_bass Flute
781cab99.wav,Gunshot_or_gunfire Fart Fireworks
781de125.wav,Hi-hat Shatter Snare_drum
7820fdd4.wav,Writing Tearing Keys_jangling
78223153.wav,Hi-hat Finger_snapping Keys_jangling
7829ffa9.wav,Hi-hat Flute Harmonica
782c346f.wav,Fireworks Applause Shatter
782d84af.wav,Clarinet Acoustic_guitar Gong
782f4030.wav,Glockenspiel Acoustic_guitar Electric_piano
7833c141.wav,Clarinet Flute Harmonica
783d2c83.wav,Clarinet Saxophone Flute
784b5eb7.wav,Electric_piano Bass_drum Double_bass
78556026.wav,Snare_drum Cello Violin_or_fiddle
786eb056.wav,Oboe Harmonica Clarinet
786ebb68.wav,Violin_or_fiddle Flute Oboe
787cebba.wav,Acoustic_guitar Electric_piano Double_bass
78803c8c.wav,Gunshot_or_gunfire Microwave_oven Snare_drum
788430c5.wav,Saxophone Clarinet Oboe
78885fa8.wav,Cello Double_bass Electric_piano
788f7e50.wav,Flute Saxophone Cello
789792a4.wav,Knock Double_bass Bass_drum
789a0faf.wav,Fireworks Gunshot_or_gunfire Fart
789c0c18.wav,Saxophone Flute Violin_or_fiddle
789f1c2a.wav,Cello Harmonica Saxophone
78a1ecfe.wav,Knock Cello Double_bass
78a387d6.wav,Cello Saxophone Fireworks
78aad9dc.wav,Shatter Cello Fireworks
78bc8a0a.wav,Cello Double_bass Saxophone
78c0a3e5.wav,Flute Saxophone Clarinet
78c53e09.wav,Bark Telephone Laughter
78d550c4.wav,Fart Writing Bus
78e1f798.wav,Finger_snapping Scissors Tearing
78e6d1e7.wav,Oboe Flute Saxophone
78eb9ee8.wav,Fireworks Bus Fart
78f5d84b.wav,Bass_drum Finger_snapping Oboe
78f64d2b.wav,Fart Tearing Snare_drum
78f8dae9.wav,Hi-hat Finger_snapping Trumpet
78ff61a8.wav,Finger_snapping Tearing Computer_keyboard
7901b500.wav,Flute Saxophone Oboe
79059289.wav,Fart Microwave_oven Gunshot_or_gunfire
790c0a14.wav,Clarinet Gong Cello
79136bcf.wav,Hi-hat Finger_snapping Gunshot_or_gunfire
7914d30f.wav,Trumpet Hi-hat Saxophone
7917de94.wav,Computer_keyboard Writing Knock
79196931.wav,Electric_piano Double_bass Cello
7921aade.wav,Gong Laughter Trumpet
7927160c.wav,Electric_piano Telephone Acoustic_guitar
792b2873.wav,Electric_piano Bass_drum Double_bass
79346331.wav,Trumpet Saxophone Bark
7935b0e2.wav,Cello Saxophone Violin_or_fiddle
793d76b2.wav,Cello Double_bass Electric_piano
7942ef15.wav,Shatter Writing Tearing
7945d2a7.wav,Squeak Violin_or_fiddle Gong
79584580.wav,Flute Saxophone Cello
795e11a4.wav,Clarinet Oboe Saxophone
7961cae0.wav,Cello Double_bass Acoustic_guitar
79654d40.wav,Saxophone Trumpet Cello
796890cc.wav,Saxophone Flute Clarinet
797780fa.wav,Saxophone Trumpet Applause
79814830.wav,Computer_keyboard Knock Bass_drum
79841cc8.wav,Bass_drum Computer_keyboard Knock
7988444e.wav,Clarinet Flute Meow
79907fe4.wav,Applause Trumpet Bark
7990842b.wav,Cello Double_bass Electric_piano
7997b2bf.wav,Scissors Tearing Fireworks
799a5d18.wav,Electric_piano Double_bass Cello
79a18311.wav,Violin_or_fiddle Cello Acoustic_guitar
79a41b44.wav,Flute Clarinet Saxophone
79aa749f.wav,Cello Saxophone Double_bass
79ae8708.wav,Acoustic_guitar Knock Writing
79b42a4b.wav,Gunshot_or_gunfire Snare_drum Fart
79b90729.wav,Acoustic_guitar Saxophone Electric_piano
79b9d0ac.wav,Cello Saxophone Flute
79c42635.wav,Laughter Telephone Fart
79c9f959.wav,Clarinet Gong Chime
79cf3157.wav,Acoustic_guitar Bus Computer_keyboard
79db77f8.wav,Bass_drum Knock Double_bass
79ea9c8d.wav,Cello Double_bass Saxophone
79f68bc0.wav,Flute Saxophone Cello
7a08f881.wav,Knock Bass_drum Double_bass
7a135d94.wav,Finger_snapping Tearing Glockenspiel
7a1461f6.wav,Cowbell Violin_or_fiddle Acoustic_guitar
7a21d4ba.wav,Electric_piano Gong Acoustic_guitar
7a24dfe2.wav,Telephone Chime Clarinet
7a2954e4.wav,Flute Saxophone Gong
7a29799f.wav,Bass_drum Knock Double_bass
7a384640.wav,Bass_drum Computer_keyboard Finger_snapping
7a39c609.wav,Flute Clarinet Cello
7a3ddfdd.wav,Chime Writing Laughter
7a3dfe00.wav,Bass_drum Tearing Computer_keyboard
7a493aa4.wav,Saxophone Violin_or_fiddle Clarinet
7a52fb48.wav,Laughter Cough Squeak
7a596406.wav,Hi-hat Finger_snapping Scissors
7a5aa493.wav,Flute Saxophone Harmonica
7a6823fe.wav,Violin_or_fiddle Squeak Cello
7a720227.wav,Trumpet Oboe Saxophone
7a73f213.wav,Bass_drum Finger_snapping Microwave_oven
7a774e4f.wav,Clarinet Flute Cello
7a7d547f.wav,Electric_piano Computer_keyboard Knock
7a8b587a.wav,Squeak Laughter Meow
7a914c27.wav,Gong Squeak Trumpet
7a929de6.wav,Shatter Squeak Hi-hat
7a94d08a.wav,Trumpet Violin_or_fiddle Gong
7a96fbb4.wav,Clarinet Flute Saxophone
7a985ef9.wav,Knock Cello Violin_or_fiddle
7a991ba0.wav,Trumpet Hi-hat Squeak
7aa42206.wav,Shatter Violin_or_fiddle Tearing
7aa58339.wav,Applause Trumpet Bark
7ab9f7af.wav,Telephone Clarinet Gong
7aba998a.wav,Bass_drum Knock Gunshot_or_gunfire
7abe967a.wav,Snare_drum Violin_or_fiddle Saxophone
7ac649fa.wav,Cowbell Glockenspiel Bark
7ac71752.wav,Trumpet Hi-hat Gong
7ad14962.wav,Cello Glockenspiel Hi-hat
7af6ef7f.wav,Fart Squeak Snare_drum
7af73c7d.wav,Flute Clarinet Oboe
7af77bfe.wav,Bass_drum Knock Oboe
7b188557.wav,Clarinet Flute Cello
7b1adebd.wav,Finger_snapping Applause Gunshot_or_gunfire
7b202f31.wav,Fart Tearing Computer_keyboard
7b2d48f6.wav,Gunshot_or_gunfire Fireworks Knock
7b2f865c.wav,Bus Computer_keyboard Drawer_open_or_close
7b3215eb.wav,Acoustic_guitar Double_bass Telephone
7b3376cd.wav,Applause Harmonica Shatter
7b3c2236.wav,Applause Harmonica Trumpet
7b3d5cce.wav,Snare_drum Fireworks Cello
7b49d63f.wav,Bass_drum Tearing Finger_snapping
7b578497.wav,Flute Saxophone Trumpet
7b5ec964.wav,Laughter Squeak Cough
7b604493.wav,Clarinet Flute Gong
7b650aeb.wav,Flute Saxophone Cello
7b672f5a.wav,Hi-hat Tambourine Finger_snapping
7b69ef3e.wav,Chime Laughter Bus
7b6e5762.wav,Laughter Chime Telephone
7b6e969e.wav,Trumpet Hi-hat Saxophone
7b72fccc.wav,Acoustic_guitar Electric_piano Double_bass
7b78381b.wav,Bass_drum Knock Finger_snapping
7b7dad57.wav,Bass_drum Double_bass Knock
7b7dd15e.wav,Harmonica Cowbell Keys_jangling
7b851138.wav,Gunshot_or_gunfire Fireworks Bark
7b90e704.wav,Bark Telephone Gong
7b944469.wav,Squeak Telephone Gong
7b97e638.wav,Snare_drum Fart Tearing
7bb156d7.wav,Hi-hat Trumpet Scissors
7bcf5502.wav,Flute Saxophone Gong
7bd7f530.wav,Hi-hat Snare_drum Scissors
7be1e9f8.wav,Computer_keyboard Knock Writing
7be6ad42.wav,Clarinet Oboe Saxophone
7be73e19.wav,Clarinet Saxophone Telephone
7c093e45.wav,Acoustic_guitar Electric_piano Telephone
7c0964e0.wav,Acoustic_guitar Electric_piano Gong
7c0eb71d.wav,Double_bass Bass_drum Knock
7c16a535.wav,Bass_drum Knock Double_bass
7c19c805.wav,Bass_drum Knock Computer_keyboard
7c23d954.wav,Cello Double_bass Gong
7c28baa1.wav,Flute Oboe Saxophone
7c2f1d31.wav,Gunshot_or_gunfire Knock Microwave_oven
7c302da7.wav,Finger_snapping Bass_drum Snare_drum
7c33b335.wav,Fart Bus Laughter
7c352fba.wav,Cello Flute Saxophone
7c376c10.wav,Telephone Laughter Chime
7c3c825a.wav,Hi-hat Gong Squeak
7c3cbc2e.wav,Chime Clarinet Flute
7c3e8e98.wav,Tearing Computer_keyboard Writing
7c42fa6a.wav,Flute Saxophone Gong
7c444d1b.wav,Trumpet Saxophone Applause
7c463714.wav,Fireworks Gunshot_or_gunfire Tearing
7c485b42.wav,Flute Cello Saxophone
7c56f810.wav,Saxophone Flute Oboe
7c5d1455.wav,Shatter Hi-hat Telephone
7c6999be.wav,Gunshot_or_gunfire Bark Fireworks
7c6c426f.wav,Laughter Cough Flute
7c720da1.wav,Bass_drum Cello Electric_piano
7c7e7193.wav,Trumpet Saxophone Flute
7c7e8e9c.wav,Bass_drum Knock Double_bass
7c81b6bb.wav,Oboe Clarinet Flute
7c82c750.wav,Gunshot_or_gunfire Drawer_open_or_close Fireworks
7c884a13.wav,Acoustic_guitar Electric_piano Double_bass
7c91c7b9.wav,Cello Violin_or_fiddle Acoustic_guitar
7c9572f1.wav,Gunshot_or_gunfire Knock Fireworks
7c9764de.wav,Double_bass Knock Bass_drum
7c99b1d0.wav,Hi-hat Glockenspiel Acoustic_guitar
7c9fb8d6.wav,Gunshot_or_gunfire Applause Bus
7ca8497c.wav,Cello Violin_or_fiddle Saxophone
7ca9fb32.wav,Cello Double_bass Saxophone
7cb103db.wav,Hi-hat Glockenspiel Gong
7cb65835.wav,Trumpet Saxophone Oboe
7cc09d5b.wav,Shatter Fireworks Scissors
7cc5a52b.wav,Flute Saxophone Clarinet
7cd190e1.wav,Laughter Burping_or_eructation Cough
7cd33080.wav,Flute Saxophone Cello
7cd57edd.wav,Hi-hat Trumpet Scissors
7ceefa5e.wav,Knock Bass_drum Writing
7cf717b3.wav,Saxophone Flute Trumpet
7d07898d.wav,Saxophone Acoustic_guitar Gong
7d0a73de.wav,Cello Saxophone Double_bass
7d106d05.wav,Violin_or_fiddle Cello Saxophone
7d109c79.wav,Clarinet Oboe Saxophone
7d1b9d99.wav,Microwave_oven Snare_drum Telephone
7d2930a1.wav,Bass_drum Tearing Knock
7d2d2922.wav,Trumpet Saxophone Oboe
7d30264e.wav,Fart Microwave_oven Computer_keyboard
7d42f618.wav,Double_bass Knock Electric_piano
7d436d71.wav,Clarinet Flute Saxophone
7d559dd9.wav,Cello Saxophone Laughter
7d561434.wav,Computer_keyboard Knock Telephone
7d590e7d.wav,Fart Cough Computer_keyboard
7d5f52f6.wav,Clarinet Flute Oboe
7d633352.wav,Bass_drum Knock Computer_keyboard
7d6bdda3.wav,Hi-hat Finger_snapping Scissors
7d6e14d4.wav,Bass_drum Knock Tearing
7d7f16cc.wav,Acoustic_guitar Telephone Hi-hat
7d85422c.wav,Cough Laughter Fart
7d88dbc5.wav,Hi-hat Finger_snapping Scissors
7d89c036.wav,Computer_keyboard Knock Telephone
7d8b72b3.wav,Cello Double_bass Saxophone
7d941f75.wav,Fart Computer_keyboard Fireworks
7d99fba9.wav,Saxophone Violin_or_fiddle Cello
7d9acfc9.wav,Acoustic_guitar Electric_piano Gong
7da1cb35.wav,Laughter Cough Telephone
7da39019.wav,Hi-hat Finger_snapping Scissors
7da94cf9.wav,Computer_keyboard Scissors Tearing
7da9e6a4.wav,Flute Saxophone Cello
7dae1b90.wav,Trumpet Gong Saxophone
7db815c8.wav,Trumpet Hi-hat Squeak
7dbac39f.wav,Hi-hat Finger_snapping Gong
7dc3d66b.wav,Hi-hat Finger_snapping Gong
7dc923ea.wav,Acoustic_guitar Gong Electric_piano
7dc97520.wav,Computer_keyboard Knock Bass_drum
7dcf0baf.wav,Acoustic_guitar Double_bass Electric_piano
7dd7650c.wav,Bass_drum Knock Finger_snapping
7de0bdb7.wav,Cello Flute Saxophone
7de91fd5.wav,Cello Fart Fireworks
7deb819f.wav,Double_bass Cello Electric_piano
7dec6ff1.wav,Computer_keyboard Tearing Fireworks
7df3f9fb.wav,Bass_drum Double_bass Knock
7df6b578.wav,Hi-hat Trumpet Scissors
7dff2de0.wav,Acoustic_guitar Double_bass Electric_piano
7e0efff6.wav,Trumpet Hi-hat Gong
7e1245a8.wav,Acoustic_guitar Electric_piano Double_bass
7e17b2ed.wav,Gunshot_or_gunfire Fireworks Fart
7e1c049f.wav,Clarinet Flute Saxophone
7e1f82fb.wav,Trumpet Hi-hat Applause
7e20df38.wav,Oboe Trumpet Flute
7e26410f.wav,Bass_drum Knock Double_bass
7e2ca52d.wav,Finger_snapping Hi-hat Gunshot_or_gunfire
7e444cea.wav,Finger_snapping Hi-hat Bass_drum
7e468821.wav,Clarinet Double_bass Cello
7e4dd1d8.wav,Cello Saxophone Acoustic_guitar
7e4fb0e6.wav,Meow Squeak Laughter
7e522fa7.wav,Laughter Fart Cough
7e54ba11.wav,Flute Saxophone Harmonica
7e57ebd1.wav,Tambourine Keys_jangling Shatter
7e58e8e3.wav,Telephone Clarinet Acoustic_guitar
7e5a6c4c.wav,Knock Bass_drum Drawer_open_or_close
7e5b55f2.wav,Fart Tearing Shatter
7e6fda79.wav,Bass_drum Electric_piano Double_bass
7e71251a.wav,Bass_drum Tearing Drawer_open_or_close
7e769882.wav,Computer_keyboard Drawer_open_or_close Microwave_oven
7e78a8da.wav,Flute Oboe Saxophone
7e7c0205.wav,Gunshot_or_gunfire Fireworks Shatter
7e7c2717.wav,Bass_drum Knock Drawer_open_or_close
7e7e1779.wav,Flute Saxophone Harmonica
7e82d24d.wav,Clarinet Flute Saxophone
7e84a01c.wav,Clarinet Flute Telephone
7e8fdee3.wav,Acoustic_guitar Telephone Gong
7e916035.wav,Trumpet Hi-hat Squeak
7ea3840f.wav,Flute Saxophone Harmonica
7ea5cc5d.wav,Snare_drum Gunshot_or_gunfire Microwave_oven
7ea9d80d.wav,Trumpet Cello Shatter
7eab25b6.wav,Oboe Meow Clarinet
7eb30064.wav,Snare_drum Acoustic_guitar Squeak
7eb3a36a.wav,Fart Meow Squeak
7eb5cc8e.wav,Flute Harmonica Applause
7eb66fd1.wav,Acoustic_guitar Electric_piano Double_bass
7ebee282.wav,Bass_drum Knock Gunshot_or_gunfire
7ec1ee99.wav,Fart Scissors Tearing
7ec83665.wav,Bass_drum Finger_snapping Microwave_oven
7ecf2fab.wav,Gunshot_or_gunfire Fart Burping_or_eructation
7ecf4c46.wav,Finger_snapping Bass_drum Tearing
7ed5fb2c.wav,Writing Computer_keyboard Tearing
7ed98e85.wav,Glockenspiel Saxophone Acoustic_guitar
7ee759e4.wav,Flute Cello Saxophone
7eec181f.wav,Telephone Scissors Shatter
7eeecb17.wav,Hi-hat Gong Trumpet
7eef1eda.wav,Hi-hat Finger_snapping Keys_jangling
7ef111e3.wav,Finger_snapping Glockenspiel Fireworks
7ef23357.wav,Computer_keyboard Bass_drum Finger_snapping
7ef693d8.wav,Gunshot_or_gunfire Fireworks Keys_jangling
7ef76869.wav,Gong Glockenspiel Acoustic_guitar
7eff5117.wav,Clarinet Cello Saxophone
7effbadf.wav,Fart Fireworks Snare_drum
7f007a94.wav,Cello Double_bass Acoustic_guitar
7f00840c.wav,Computer_keyboard Scissors Keys_jangling
7f00c45d.wav,Trumpet Snare_drum Hi-hat
7f013c49.wav,Clarinet Meow Gong
7f066449.wav,Flute Gong Chime
7f07067a.wav,Electric_piano Double_bass Acoustic_guitar
7f0a546b.wav,Hi-hat Gong Electric_piano
7f0c6845.wav,Telephone Clarinet Flute
7f17f307.wav,Bass_drum Knock Electric_piano
7f1c8dbf.wav,Trumpet Saxophone Flute
7f1f211a.wav,Bass_drum Knock Double_bass
7f2f6de5.wav,Electric_piano Knock Double_bass
7f46aa2f.wav,Acoustic_guitar Electric_piano Glockenspiel
7f542379.wav,Trumpet Saxophone Oboe
7f5d7f35.wav,Knock Drawer_open_or_close Writing
7f5fa852.wav,Squeak Violin_or_fiddle Bus
7f5fbd6b.wav,Acoustic_guitar Writing Double_bass
7f6d99e7.wav,Clarinet Telephone Saxophone
7f6e598b.wav,Flute Saxophone Clarinet
7f77b540.wav,Saxophone Trumpet Harmonica
7f7d50c1.wav,Clarinet Gong Cello
7f839fab.wav,Tearing Computer_keyboard Scissors
7f8a3d9b.wav,Bass_drum Knock Computer_keyboard
7f8fca42.wav,Oboe Clarinet Flute
7f96e1dc.wav,Oboe Trumpet Flute
7f976394.wav,Finger_snapping Tearing Gunshot_or_gunfire
7fa2caec.wav,Telephone Laughter Cough
7fb66007.wav,Acoustic_guitar Electric_piano Gong
7fba46d9.wav,Clarinet Cello Flute
7fbc0a0e.wav,Hi-hat Applause Fireworks
7fbe22d1.wav,Flute Saxophone Oboe
7fbfb359.wav,Acoustic_guitar Writing Electric_piano
7fc0616d.wav,Telephone Laughter Computer_keyboard
7fc2153a.wav,Double_bass Electric_piano Acoustic_guitar
7fc21c7c.wav,Hi-hat Finger_snapping Scissors
7fd7c943.wav,Saxophone Violin_or_fiddle Flute
7fe3251a.wav,Tambourine Keys_jangling Shatter
7fe7abb9.wav,Bass_drum Knock Electric_piano
7ff0c941.wav,Clarinet Flute Saxophone
7ff92f19.wav,Acoustic_guitar Electric_piano Gong
7ffe5c32.wav,Bass_drum Knock Electric_piano
7fffb435.wav,Saxophone Trumpet Oboe
80015cae.wav,Gong Electric_piano Acoustic_guitar
800b8e51.wav,Hi-hat Finger_snapping Tambourine
8010e243.wav,Fireworks Tearing Computer_keyboard
8011e586.wav,Computer_keyboard Bass_drum Knock
80158b0d.wav,Acoustic_guitar Double_bass Gong
80197fba.wav,Saxophone Trumpet Flute
802cf4ad.wav,Fart Tearing Shatter
8032bf14.wav,Gunshot_or_gunfire Bass_drum Microwave_oven
803371c7.wav,Clarinet Flute Saxophone
803b5f25.wav,Cough Laughter Bark
80495694.wav,Fireworks Fart Bus
8053ec54.wav,Hi-hat Trumpet Gong
8057829f.wav,Cello Bus Double_bass
80608f47.wav,Finger_snapping Gunshot_or_gunfire Bass_drum
80641d28.wav,Computer_keyboard Tearing Scissors
80723448.wav,Shatter Fireworks Applause
8087fda0.wav,Flute Saxophone Meow
